ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
69580
ITEM: BOX BOUNDS ss ss ss
-1.22802 599.276
0 300.616
0 0
ITEM: ATOMS id type xu yu zu
 1 1 0 0 0
 2 1 -1.22802 0.709 0
 3 1 -1.22802 2.127 0
 4 1 0 2.836 0
 5 1 2.45605 0 0
 6 1 1.22802 0.709 0
 7 1 1.22802 2.127 0
 8 1 2.45605 2.836 0
 9 1 4.9121 0 0
 10 1 3.68407 0.709 0
 11 1 3.68407 2.127 0
 12 1 4.9121 2.836 0
 13 1 7.36814 0 0
 14 1 6.14012 0.709 0
 15 1 6.14012 2.127 0
 16 1 7.36814 2.836 0
 17 1 9.82419 0 0
 18 1 8.59617 0.709 0
 19 1 8.59617 2.127 0
 20 1 9.82419 2.836 0
 21 1 12.2802 0 0
 22 1 11.0522 0.709 0
 23 1 11.0522 2.127 0
 24 1 12.2802 2.836 0
 25 1 14.7363 0 0
 26 1 13.5083 0.709 0
 27 1 13.5083 2.127 0
 28 1 14.7363 2.836 0
 29 1 17.1923 0 0
 30 1 15.9643 0.709 0
 31 1 15.9643 2.127 0
 32 1 17.1923 2.836 0
 33 1 19.6484 0 0
 34 1 18.4204 0.709 0
 35 1 18.4204 2.127 0
 36 1 19.6484 2.836 0
 37 1 22.1044 0 0
 38 1 20.8764 0.709 0
 39 1 20.8764 2.127 0
 40 1 22.1044 2.836 0
 41 1 24.5605 0 0
 42 1 23.3325 0.709 0
 43 1 23.3325 2.127 0
 44 1 24.5605 2.836 0
 45 1 27.0165 0 0
 46 1 25.7885 0.709 0
 47 1 25.7885 2.127 0
 48 1 27.0165 2.836 0
 49 1 29.4726 0 0
 50 1 28.2446 0.709 0
 51 1 28.2446 2.127 0
 52 1 29.4726 2.836 0
 53 1 31.9286 0 0
 54 1 30.7006 0.709 0
 55 1 30.7006 2.127 0
 56 1 31.9286 2.836 0
 57 1 34.3847 0 0
 58 1 33.1566 0.709 0
 59 1 33.1566 2.127 0
 60 1 34.3847 2.836 0
 61 1 36.8407 0 0
 62 1 35.6127 0.709 0
 63 1 35.6127 2.127 0
 64 1 36.8407 2.836 0
 65 1 39.2968 0 0
 66 1 38.0687 0.709 0
 67 1 38.0687 2.127 0
 68 1 39.2968 2.836 0
 69 1 41.7528 0 0
 70 1 40.5248 0.709 0
 71 1 40.5248 2.127 0
 72 1 41.7528 2.836 0
 73 1 44.2089 0 0
 74 1 42.9808 0.709 0
 75 1 42.9808 2.127 0
 76 1 44.2089 2.836 0
 77 1 46.6649 0 0
 78 1 45.4369 0.709 0
 79 1 45.4369 2.127 0
 80 1 46.6649 2.836 0
 81 1 49.121 0 0
 82 1 47.8929 0.709 0
 83 1 47.8929 2.127 0
 84 1 49.121 2.836 0
 85 1 51.577 0 0
 86 1 50.349 0.709 0
 87 1 50.349 2.127 0
 88 1 51.577 2.836 0
 89 1 54.0331 0 0
 90 1 52.805 0.709 0
 91 1 52.805 2.127 0
 92 1 54.0331 2.836 0
 93 1 56.4891 0 0
 94 1 55.2611 0.709 0
 95 1 55.2611 2.127 0
 96 1 56.4891 2.836 0
 97 1 58.9452 0 0
 98 1 57.7171 0.709 0
 99 1 57.7171 2.127 0
 100 1 58.9452 2.836 0
 101 1 61.4012 0 0
 102 1 60.1732 0.709 0
 103 1 60.1732 2.127 0
 104 1 61.4012 2.836 0
 105 1 63.8573 0 0
 106 1 62.6292 0.709 0
 107 1 62.6292 2.127 0
 108 1 63.8573 2.836 0
 109 1 66.3133 0 0
 110 1 65.0853 0.709 0
 111 1 65.0853 2.127 0
 112 1 66.3133 2.836 0
 113 1 68.7693 0 0
 114 1 67.5413 0.709 0
 115 1 67.5413 2.127 0
 116 1 68.7693 2.836 0
 117 1 71.2254 0 0
 118 1 69.9974 0.709 0
 119 1 69.9974 2.127 0
 120 1 71.2254 2.836 0
 121 1 73.6814 0 0
 122 1 72.4534 0.709 0
 123 1 72.4534 2.127 0
 124 1 73.6814 2.836 0
 125 1 76.1375 0 0
 126 1 74.9095 0.709 0
 127 1 74.9095 2.127 0
 128 1 76.1375 2.836 0
 129 1 78.5935 0 0
 130 1 77.3655 0.709 0
 131 1 77.3655 2.127 0
 132 1 78.5935 2.836 0
 133 1 81.0496 0 0
 134 1 79.8216 0.709 0
 135 1 79.8216 2.127 0
 136 1 81.0496 2.836 0
 137 1 83.5056 0 0
