ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
69864
ITEM: BOX BOUNDS ss ss ss
-0.709 601.941
0 300.866
0 0
ITEM: ATOMS id type xu yu zu
 1 1 0 0 0
 2 1 -0.709 1.22802 0
 3 1 1.418 0 0
 4 1 2.127 1.22802 0
 5 1 4.254 0 0
 6 1 3.545 1.22802 0
 7 1 5.672 0 0
 8 1 6.381 1.22802 0
 9 1 8.508 0 0
 10 1 7.799 1.22802 0
 11 1 9.926 0 0
 12 1 10.635 1.22802 0
 13 1 12.762 0 0
 14 1 12.053 1.22802 0
 15 1 14.18 0 0
 16 1 14.889 1.22802 0
 17 1 17.016 0 0
 18 1 16.307 1.22802 0
 19 1 18.434 0 0
 20 1 19.143 1.22802 0
 21 1 21.27 0 0
 22 1 20.561 1.22802 0
 23 1 22.688 0 0
 24 1 23.397 1.22802 0
 25 1 25.524 0 0
 26 1 24.815 1.22802 0
 27 1 26.942 0 0
 28 1 27.651 1.22802 0
 29 1 29.778 0 0
 30 1 29.069 1.22802 0
 31 1 31.196 0 0
 32 1 31.905 1.22802 0
 33 1 34.032 0 0
 34 1 33.323 1.22802 0
 35 1 35.45 0 0
 36 1 36.159 1.22802 0
 37 1 38.286 0 0
 38 1 37.577 1.22802 0
 39 1 39.704 0 0
 40 1 40.413 1.22802 0
 41 1 42.54 0 0
 42 1 41.831 1.22802 0
 43 1 43.958 0 0
 44 1 44.667 1.22802 0
 45 1 46.794 0 0
 46 1 46.085 1.22802 0
 47 1 48.212 0 0
 48 1 48.921 1.22802 0
 49 1 51.048 0 0
 50 1 50.339 1.22802 0
 51 1 52.466 0 0
 52 1 53.175 1.22802 0
 53 1 55.302 0 0
 54 1 54.593 1.22802 0
 55 1 56.72 0 0
 56 1 57.429 1.22802 0
 57 1 59.556 0 0
 58 1 58.847 1.22802 0
 59 1 60.974 0 0
 60 1 61.683 1.22802 0
 61 1 63.81 0 0
 62 1 63.101 1.22802 0
 63 1 65.228 0 0
 64 1 65.937 1.22802 0
 65 1 68.064 0 0
 66 1 67.355 1.22802 0
 67 1 69.482 0 0
 68 1 70.191 1.22802 0
 69 1 72.318 0 0
 70 1 71.609 1.22802 0
 71 1 73.736 0 0
 72 1 74.445 1.22802 0
 73 1 76.572 0 0
 74 1 75.863 1.22802 0
 75 1 77.99 0 0
 76 1 78.699 1.22802 0
 77 1 80.826 0 0
 78 1 80.117 1.22802 0
 79 1 82.244 0 0
 80 1 82.953 1.22802 0
 81 1 85.08 0 0
 82 1 84.371 1.22802 0
 83 1 86.498 0 0
 84 1 87.207 1.22802 0
 85 1 89.334 0 0
 86 1 88.625 1.22802 0
 87 1 90.752 0 0
 88 1 91.461 1.22802 0
 89 1 93.588 0 0
 90 1 92.879 1.22802 0
 91 1 95.006 0 0
 92 1 95.715 1.22802 0
 93 1 97.842 0 0
 94 1 97.133 1.22802 0
 95 1 99.26 0 0
 96 1 99.969 1.22802 0
 97 1 102.096 0 0
 98 1 101.387 1.22802 0
 99 1 103.514 0 0
 100 1 104.223 1.22802 0
 101 1 106.35 0 0
 102 1 105.641 1.22802 0
 103 1 107.768 0 0
 104 1 108.477 1.22802 0
 105 1 110.604 0 0
 106 1 109.895 1.22802 0
 107 1 112.022 0 0
 108 1 112.731 1.22802 0
 109 1 114.858 0 0
 110 1 114.149 1.22802 0
 111 1 116.276 0 0
 112 1 116.985 1.22802 0
 113 1 119.112 0 0
 114 1 118.403 1.22802 0
 115 1 120.53 0 0
 116 1 121.239 1.22802 0
 117 1 123.366 0 0
 118 1 122.657 1.22802 0
 119 1 124.784 0 0
 120 1 125.493 1.22802 0
 121 1 127.62 0 0
 122 1 126.911 1.22802 0
 123 1 129.038 0 0
 124 1 129.747 1.22802 0
 125 1 131.874 0 0
